FileId,NW_Sky,NW_Ground,NW_Platform,NW_Collectible,NE_Sky,NE_Ground,NE_Platform,NE_Collectible,SW_Sky,SW_Ground,SW_Platform,SW_Collectible,SE_Sky,SE_Ground,SE_Platform,SE_Collectible,Forward,Turn,Jump
642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08787346221441125,0.9121265377855887,0.0,0.0,0.0721830985915493,0.7975352112676056,0.13028169014084506,0.0,1,1,0
643,0.0,0.0,0.0,0.0,0.9664902998236331,0.0,0.02292768959435626,0.010582010582010581,0.07583774250440917,0.8871252204585538,0.037037037037037035,0.0,0.08450704225352113,0.8204225352112676,0.09507042253521127,0.0,1,0,0
644,0.0,0.0,0.0,0.0,0.9876760563380281,0.0,0.01232394366197183,0.0,0.0632688927943761,0.8541300527240774,0.08260105448154657,0.0,0.09252669039145907,0.8505338078291815,0.05693950177935943,0.0,1,0,0
645,0.0,0.0,0.0,0.0,0.9965156794425087,0.0,0.003484320557491289,0.0,0.05063291139240506,0.8155515370705244,0.13381555153707053,0.0,0.10357142857142858,0.8821428571428571,0.014285714285714285,0.0,1,2,0
646,0.0,0.0,0.0,0.0,0.9859154929577465,0.0,0.014084507042253521,0.0,0.06028368794326241,0.8368794326241135,0.10283687943262411,0.0,0.09734513274336283,0.8389380530973451,0.06371681415929203,0.0,1,0,0
647,0.9861111111111112,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.07394366197183098,0.8661971830985915,0.05985915492957746,0.0,0.08495575221238938,0.7876106194690266,0.12743362831858407,0.0,1,0,0
648,0.9965277777777778,0.0,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.08787346221441125,0.8980667838312829,0.014059753954305799,0.0,0.0650994575045208,0.7414104882459313,0.19349005424954793,0.0,1,1,0
649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09298245614035087,0.9070175438596492,0.0,0.0,0.05128205128205128,0.7014652014652014,0.24725274725274726,0.0,1,1,0
650,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09490333919156414,0.9050966608084359,0.0,0.0,0.03656307129798903,0.6471663619744058,0.3162705667276051,0.0,1,1,0
651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.9052631578947369,0.0,0.0,0.046511627906976744,0.6386404293381037,0.3148479427549195,0.0,1,1,0
652,0.9965217391304347,0.0,0.0034782608695652175,0.0,0.0,0.0,0.0,0.0,0.08833922261484099,0.8939929328621908,0.0176678445229682,0.0,0.05565529622980251,0.6427289048473968,0.3016157989228007,0.0,1,0,0
653,0.9842931937172775,0.0,0.015706806282722512,0.0,0.0,0.0,0.0,0.0,0.07624113475177305,0.8439716312056738,0.0797872340425532,0.0,0.06976744186046512,0.6762075134168157,0.25402504472271914,0.0,1,0,0
654,0.9633507853403142,0.0,0.03664921465968586,0.0,0.0,0.0,0.0,0.0,0.060218978102189784,0.7791970802919708,0.16058394160583941,0.0,0.08571428571428572,0.7178571428571429,0.19642857142857142,0.0,1,0,0
655,0.0,0.0,0.0,0.0,0.9735449735449735,0.0,0.026455026455026454,0.0,0.04419889502762431,0.6740331491712708,0.281767955801105,0.0,0.09800362976406533,0.7658802177858439,0.13611615245009073,0.0,1,0,0
656,0.0,0.0,0.0,0.0,0.9667250437828371,0.0,0.03327495621716287,0.0,0.040515653775322284,0.6279926335174953,0.3314917127071823,0.0,0.09908256880733946,0.7541284403669725,0.14678899082568808,0.0,1,0,0
657,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.041666666666666664,0.0,0.03683241252302026,0.572744014732965,0.39042357274401474,0.0,0.0962566844919786,0.714795008912656,0.1889483065953654,0.0,1,0,0
658,0.0,0.0,0.0,0.0,0.9507908611599297,0.0,0.0492091388400703,0.0,0.03314917127071823,0.5064456721915286,0.4604051565377532,0.0,0.09156193895870736,0.6642728904847397,0.24416517055655296,0.0,1,0,0
659,0.0,0.0,0.0,0.0,0.9387040280210157,0.0,0.06129597197898424,0.0,0.028622540250447227,0.41144901610017887,0.5599284436493739,0.0,0.0898876404494382,0.6273408239700374,0.28277153558052437,0.0,1,0,0
660,0.0,0.0,0.0,0.0,0.925531914893617,0.0,0.07446808510638298,0.0,0.022304832713754646,0.2899628252788104,0.6877323420074349,0.0,0.08379888268156424,0.5586592178770949,0.3575418994413408,0.0,1,0,0
661,0.7697974217311234,0.0,0.19337016574585636,0.03683241252302026,0.0,0.0,0.0,0.0,0.014625228519195612,0.1590493601462523,0.8263254113345521,0.0,0.07473309608540925,0.498220640569395,0.42704626334519574,0.0,1,0,1
662,0.6972477064220184,0.0,0.25688073394495414,0.045871559633027525,0.0,0.0,0.0,0.0,0.003629764065335753,0.038112522686025406,0.9582577132486388,0.0,0.07011070110701106,0.44280442804428044,0.4870848708487085,0.0,1,0,1
663,0.6145251396648045,0.0,0.33519553072625696,0.05027932960893855,0.7838312829525483,0.0,0.21616871704745166,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,1
664,0.5235507246376812,0.0,0.40217391304347827,0.07427536231884058,0.6648648648648648,0.0,0.33513513513513515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1
665,0.4036036036036036,0.0,0.5207207207207207,0.07567567567567568,0.6777583187390543,0.0,0.3222416812609457,0.0,0.0,0.0,0.0,0.0,0.07155322862129145,0.38394415357766143,0.5445026178010471,0.0,0,2,1
666,0.761384335154827,0.0,0.17122040072859745,0.06739526411657559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08302583025830258,0.3856088560885609,0.5313653136531366,0.0,1,0,0
667,0.0,0.0,0.0,0.0,0.8699472759226714,0.0,0.0,0.13005272407732865,0.047957371225577264,0.10657193605683836,0.8454706927175843,0.0,0.051001821493624776,0.33515482695810567,0.6138433515482696,0.0,0,0,0
668,1.0,0.0,0.0,0.0,0.8988970588235294,0.0,0.0,0.10110294117647059,0.0,0.0,0.0,0.0,0.10196779964221825,0.17173524150268335,0.7173524150268337,0.008944543828264758,0,0,0
669,1.0,0.0,0.0,0.0,0.9134438305709024,0.0,0.0,0.0865561694290976,0.16022099447513813,0.4990791896869245,0.3406998158379374,0.0,0.0,0.0,0.0,0.0,0,0,1
670,0.0,0.0,0.0,0.0,0.905693950177936,0.0,0.0,0.09430604982206406,0.17122040072859745,0.6539162112932605,0.17486338797814208,0.0,0.19160583941605838,0.032846715328467155,0.7135036496350365,0.06204379562043796,1,1,1
671,0.0,0.0,0.0,0.0,0.9301075268817204,0.0,0.0,0.06989247311827956,0.18050541516245489,0.5884476534296029,0.23104693140794225,0.0,0.2122905027932961,0.08193668528864059,0.6182495344506518,0.08752327746741155,1,0,1
672,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989342806394316,0.5648312611012434,0.23623445825932504,0.0,0.23290203327171904,0.13493530499075784,0.4953789279112754,0.1367837338262477,1,0,0
673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21808510638297873,0.5673758865248227,0.21453900709219859,0.0,0.2532588454376164,0.22532588454376165,0.3258845437616387,0.19553072625698323,1,0,0
674,0.9965217391304347,0.0,0.0,0.0034782608695652175,0.0,0.0,0.0,0.0,0.21715328467153286,0.5182481751824818,0.14416058394160583,0.12043795620437957,0.28623853211009176,0.3688073394495413,0.1871559633027523,0.1577981651376147,1,0,0
675,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34701492537313433,0.5205223880597015,0.13246268656716417,0.0,0,0,1
676,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36446886446886445,0.5586080586080586,0.06593406593406594,0.01098901098901099,0,0,1
677,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3039568345323741,0.4460431654676259,0.0035971223021582736,0.24640287769784172,0.375,0.5960144927536232,0.007246376811594203,0.021739130434782608,0,0,1
