FileId,NW_Sky,NW_Ground,NW_Platform,NW_Collectible,N_Sky,N_Ground,N_Platform,N_Collectible,NE_Sky,NE_Ground,NE_Platform,NE_Collectible,W_Sky,W_Ground,W_Platform,W_Collectible,C_Sky,C_Ground,C_Platform,C_Collectible,E_Sky,E_Ground,E_Platform,E_Collectible,SW_Sky,SW_Ground,SW_Platform,SW_Collectible,S_Sky,S_Ground,S_Platform,S_Collectible,SE_Sky,SE_Ground,SE_Platform,SE_Collectible,Forward,Turn,Jump
100,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2200814250172352,0.7799185749827647,0.0,0.0,0.25376620515516374,0.7390106958822636,0.0066483983831346965,0.0005747005794381329,0.9999982374977235,1.7625022764882076e-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
101,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1884193197849979,0.8115806802150021,0.0,0.0,0.2183251310645574,0.7123003699771835,0.06711702681799578,0.002257472140263248,0.9923591535644044,0.007640846435595663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
102,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2932347947114727,0.7067652052885273,0.0,0.0,0.9876569053398285,0.005351128617090019,0.00602651095144756,0.0009654550916340173,0.9749454919108088,0.025054508089191296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7220307700174489,0.27796922998255114,0.0,0.0,0.9736172521131295,0.009918497692233031,0.009537726950112293,0.006926523244525133,0.557603456266617,0.44239654373338305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45174399444332786,0.5482560055566721,0.0,0.0,0.8296106204071213,0.11605068853452348,0.03505729323413248,0.0192813978242228,0.3171978571999976,0.6828021428000025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9013744919306085,0.04085535435789462,0.046670096629666355,0.011100057081830464,0.7521751255645642,0.18754427701551124,0.036557222007745346,0.023723375412179067,0.29536858173520847,0.7046314182647916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6570042549928208,0.3429957450071792,0.0,0.0,0.8470921038082215,0.0753659725859035,0.04729757844217831,0.03024434516369664,0.3832041054138917,0.6167958945861082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.41198310837862584,0.5880168916213742,0.0,0.0,0.8988129119377418,0.06189254366076481,0.027049128091475784,0.012245416310017578,0.5609709739859714,0.43902902601402866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0
108,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20675024163644093,0.793249758363559,0.0,0.0,0.8359940666543715,0.10817986897189477,0.05567731990525315,0.00014874446848049674,0.9578895445360032,0.04211045546399689,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.248986881245342,0.751013118754658,0.0,0.0,0.550398271877627,0.34238572087078434,0.09791764297455821,0.009298364277030393,0.9996086131766014,0.0003913868233985659,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
110,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2719568577571414,0.7280431422428586,0.0,0.0,0.1670409357007616,0.7857301295584457,0.04722893474079274,0.0,0.9091512128106441,0.09084878718935586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27619197284577507,0.723808027154225,0.0,0.0,0.16774628707425496,0.7853934350743108,0.046860277851434255,0.0,0.9301791650695083,0.06982083493049172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2822849130595981,0.7177150869404019,0.0,0.0,0.1668063470767762,0.7823292013346774,0.0508644515885465,0.0,0.9344262257173808,0.06557377428261926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
113,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2734138828987384,0.7265861171012616,0.0,0.0,0.16619254153145524,0.7486641999539551,0.08514325851458981,0.0,0.8705510991434133,0.12944890085658678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2760074560064595,0.7239925439935405,0.0,0.0,0.1710987065031417,0.7420728857769934,0.0868284077198649,0.0,0.9084351403328436,0.09156485966715641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29267277565431216,0.7073272243456878,0.0,0.0,0.1730633940406045,0.7353704319699093,0.09156617398948627,0.0,0.9697954357309178,0.03020456426908225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
116,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2938833074672293,0.7061166925327708,0.0,0.0,0.17482673853452124,0.7323507637112682,0.09282249775421055,0.0,0.999999952658778,4.734122210210298e-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
117,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.30616480026653786,0.6938351997334622,0.0,0.0,0.17731410089628183,0.7195688321873125,0.1031145402256508,2.526690754900831e-06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0
118,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3343803853655455,0.6656196146344545,0.0,0.0,0.20166222747841547,0.6869625067147833,0.11112244157517903,0.00025282423162219383,0.9999184991349295,8.150086507054073e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36366848828851506,0.6363315117114849,0.0,0.0,0.2526843034788463,0.6239241376151846,0.12116164718878718,0.0022299117171819794,0.9994604387119344,0.0005395612880656467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
120,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37429509951154877,0.6257049004884513,0.0,0.0,0.27513459118015937,0.5875086665026933,0.13349874350847069,0.0038579988086766535,0.9988301512476669,0.001169848752332965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
121,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.379234482240221,0.620765517759779,0.0,0.0,0.2767246135523711,0.5494082968751645,0.16773626789509108,0.006130821677373344,0.997268029733093,0.0027319702669069286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
122,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3776828012619926,0.6223171987380075,0.0,0.0,0.2722105609026344,0.5403872048775297,0.18073663493765357,0.006665599282182471,0.9975337349976124,0.002466265002387535,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
123,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4224018819953761,0.5775981180046239,0.0,0.0,0.3836846389848366,0.34247251085542907,0.24061153531212767,0.03323131484760652,0.9936387113645498,0.0063612886354502025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
124,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45996032968994394,0.540039670310056,0.0,0.0,0.4329616444038511,0.19308097957178877,0.3064320452304894,0.06752533079387069,0.9860374943104866,0.013962505689513356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4396496968185719,0.5603503031814281,0.0,0.0,0.3930628009819881,0.20774879414696243,0.3369514366005038,0.06223696827054569,0.9773320137026039,0.006602799653808926,0.016065186643587314,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
126,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49166616598217117,0.5083338340178287,0.0,0.0,0.43971774451213935,0.10619138045721203,0.3423764617861458,0.11171441324450285,0.9583807473940912,0.008538720046715069,0.03308053255919378,0.0,0.0,1.0,0.0,0.0,0.0,0.9816744477321616,0.01832555226783842,0.0,0.0,0.0,0.0,0.0,1,0,0
127,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.483270540576221,0.5167294594237789,0.0,0.0,0.37727328515273717,0.09950249823601387,0.40860245143066853,0.1146217651805805,0.9277945060195439,0.019013827812724912,0.053191666167731175,0.0,0.0,1.0,0.0,0.0,0.0,0.9592795553339624,0.040720444666037636,0.0,0.0,0.0,0.0,0.0,1,0,0
128,1.0,0.0,0.0,0.0,0.9895477714442722,0.0,0.0,0.010452228555727748,1.0,0.0,0.0,0.0,0.45041409621071754,0.5495859037892824,0.0,0.0,0.28485411172078057,0.09367361178238615,0.5094273703457942,0.11204490615103896,0.8409579624310846,0.054673974647203576,0.10436806292171191,0.0,0.0,1.0,0.0,0.0,0.0,0.9243957001105721,0.07560429988942785,0.0,0.0,0.0,0.0,0.0,1,0,0
129,1.0,0.0,0.0,0.0,0.9743217516044006,0.0,0.0,0.02567824839559937,1.0,0.0,0.0,0.0,0.4534873013384752,0.5465126986615247,0.0,0.0,0.3261655439277561,0.050781875149491305,0.4652771706914193,0.15777541023133326,0.8148085438089777,0.02790214237348628,0.15728931381753583,0.0,0.0,1.0,0.0,0.0,0.0,0.8790673384376555,0.12093266156234453,0.0,0.0,0.0,0.0,0.0,1,0,0
130,0.0,0.0,0.0,0.0,0.9452675320038335,0.0,0.0,0.054732467996166476,1.0,0.0,0.0,0.0,0.3047167999007992,0.6952832000992007,0.0,0.0,0.3135113315849507,0.0195868403904144,0.4467183711050963,0.22018345691953856,0.7907538874146215,0.011863257002012469,0.1973828555833662,0.0,0.0,1.0,0.0,0.0,0.0,0.7901499394964454,0.20985006050355456,0.0,0.0,0.7244094488188979,0.27559055118110215,0.0,1,0,0
131,1.0,0.0,0.0,0.0,0.9216938236310758,0.0,0.0,0.07830617636892429,1.0,0.0,0.0,0.0,0.6217570121986453,0.37824298780135474,0.0,0.0,0.3650269763741666,0.004276535324079109,0.40152912348834957,0.22916736481340477,0.8906630943728086,0.006890334897891788,0.1024465707292998,0.0,0.0,1.0,0.0,0.0,0.0,0.5176927140790328,0.4823072859209671,0.0,0.0,0.0,0.0,0.0,1,0,0
132,1.0,0.0,0.0,0.0,0.9427949775754386,0.0,0.0,0.05720502242456135,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47928510599944574,0.0,0.4011605406452958,0.11955435335525841,0.9761092201591176,0.00042884110926514794,0.023461938731617275,0.0,0.0,1.0,0.0,0.0,0.0,0.2656331293141587,0.7343668706858412,0.0,0.0,0.9648437499999999,0.035156250000000014,0.0,1,0,1
133,1.0,0.0,0.0,0.0,0.8102496787620178,0.0,0.0,0.18975032123798222,1.0,0.0,0.0,0.0,0.7176465578396906,2.593892264638227e-07,0.28235318277108296,0.0,0.33576895199581436,3.0102586534315638e-05,0.43642515512061686,0.22777579029703454,0.9999999991461571,8.538428638012761e-10,0.0,0.0,0.0,0.4374999999999997,0.5625000000000002,0.0,0.0,0.0720586174700254,0.9279413825299746,0.0,0.0,0.0,0.0,0.0,1,0,1
134,1.0,0.0,0.0,0.0,0.68275450957467,0.0,0.0,0.31724549042533007,1.0,0.0,0.0,0.0,0.4094864605264514,0.0,0.5905135394735487,0.0,0.3093593505109165,9.648040694315583e-05,0.4563908780353508,0.23415329104678953,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11409513903754197,0.885904860962458,0.0,0.0,1.0,0.0,0.0,1,0,1
